Trial	Target_pr	Target_side	Name	Key	RT	Message	Trial_Type	Hemianopia
1	 0	 x	 LineStimuli/stimNo99r0c0v6R-1.7.jpg	 r	 11.894	 GoodTrial	 U	 l
2	 1	 left	 LineStimuli/stimNo3r8c6v6R-1.7.jpg	 r	 5.853	 GoodTrial	 U	 l
3	 0	 x	 LineStimuli/stimNo115r0c0v6R-1.7.jpg	 r	 13.028	 GoodTrial	 U	 l
4	 0	 x	 LineStimuli/stimNo152r0c0v6R-1.7.jpg	 r	 11.118	 GoodTrial	 U	 l
5	 0	 x	 LineStimuli/stimNo146r0c0v6R-1.7.jpg	 r	 12.781	 GoodTrial	 U	 l
6	 0	 x	 LineStimuli/stimNo143r0c0v6L-1.7.jpg	 r	 12.770	 GoodTrial	 U	 l
7	 1	 right	 LineStimuli/stimNo56r1c15v6L-1.7.jpg	 l	 4.442	 GoodTrial	 U	 l
8	 1	 right	 LineStimuli/stimNo80r10c20v6R-1.7.jpg	 l	 2.754	 GoodTrial	 U	 l
9	 1	 right	 LineStimuli/stimNo28r12c18v6L-1.7.jpg	 l	 9.094	 GoodTrial	 U	 l
10	 0	 x	 LineStimuli/stimNo85r0c0v6R-1.7.jpg	 r	 8.559	 GoodTrial	 U	 l
11	 1	 right	 LineStimuli/stimNo33r3c15v6R-1.7.jpg	 l	 1.760	 GoodTrial	 U	 l
12	 1	 left	 LineStimuli/stimNo20r14c8v6L-1.7.jpg	 l	 1.938	 GoodTrial	 U	 l
13	 0	 x	 LineStimuli/stimNo118r0c0v6L-1.7.jpg	 r	 10.212	 GoodTrial	 U	 l
14	 0	 x	 LineStimuli/stimNo156r0c0v6R-1.7.jpg	 r	 10.983	 GoodTrial	 U	 l
15	 1	 left	 LineStimuli/stimNo45r16c5v6L-1.7.jpg	 l	 1.944	 GoodTrial	 U	 l
16	 0	 x	 LineStimuli/stimNo104r0c0v6R-1.7.jpg	 r	 9.494	 GoodTrial	 U	 l
17	 0	 x	 LineStimuli/stimNo122r0c0v6L-1.7.jpg	 r	 10.259	 GoodTrial	 U	 l
18	 0	 x	 LineStimuli/stimNo134r0c0v6L-1.7.jpg	 r	 8.265	 GoodTrial	 U	 l
19	 1	 left	 LineStimuli/stimNo68r2c6v6R-1.7.jpg	 l	 5.613	 GoodTrial	 U	 l
20	 1	 left	 LineStimuli/stimNo6r2c8v6R-1.7.jpg	 l	 10.611	 GoodTrial	 U	 l
21	 1	 right	 LineStimuli/stimNo31r9c15v6L-1.7.jpg	 l	 7.800	 GoodTrial	 U	 l
22	 0	 x	 LineStimuli/stimNo100r0c0v6R-1.7.jpg	 r	 12.523	 GoodTrial	 U	 l
23	 0	 x	 LineStimuli/stimNo94r0c0v6R-1.7.jpg	 r	 10.995	 GoodTrial	 U	 l
24	 0	 x	 LineStimuli/stimNo120r0c0v6R-1.7.jpg	 r	 9.224	 GoodTrial	 U	 l
25	 0	 x	 LineStimuli/stimNo154r0c0v6R-1.7.jpg	 r	 11.351	 GoodTrial	 U	 l
26	 1	 left	 LineStimuli/stimNo23r14c8v6L-1.7.jpg	 l	 1.845	 GoodTrial	 U	 l
27	 0	 x	 LineStimuli/stimNo114r0c0v6L-1.7.jpg	 r	 7.880	 GoodTrial	 U	 l
28	 1	 right	 LineStimuli/stimNo34r16c22v6R-1.7.jpg	 l	 2.178	 GoodTrial	 U	 l
29	 1	 left	 LineStimuli/stimNo59r9c8v6R-1.7.jpg	 r	 10.471	 GoodTrial	 U	 l
30	 0	 x	 LineStimuli/stimNo116r0c0v6R-1.7.jpg	 r	 12.052	 GoodTrial	 U	 l
31	 1	 right	 LineStimuli/stimNo15r6c15v6L-1.7.jpg	 r	 9.905	 GoodTrial	 U	 l
32	 1	 left	 LineStimuli/stimNo49r12c5v6R-1.7.jpg	 l	 7.983	 GoodTrial	 U	 l
33	 0	 x	 LineStimuli/stimNo93r0c0v6R-1.7.jpg	 r	 12.546	 GoodTrial	 U	 l
34	 0	 x	 LineStimuli/stimNo125r0c0v6L-1.7.jpg	 r	 9.965	 GoodTrial	 U	 l
