Trial	Target_pr	Target_side	Name	Key	RT	Message	Trial_Type	Hemianopia
1	 0	 x	 LineStimuli/stimNo125r0c0v6L-1.7.jpg	 r	 4.002	 GoodTrial	 U	 l
2	 1	 left	 LineStimuli/stimNo25r4c2v6L-1.7.jpg	 l	 1.700	 GoodTrial	 U	 l
3	 1	 right	 LineStimuli/stimNo33r3c15v6R-1.7.jpg	 l	 2.122	 GoodTrial	 U	 l
4	 0	 x	 LineStimuli/stimNo160r0c0v6L-1.7.jpg	 r	 2.777	 GoodTrial	 U	 l
5	 1	 left	 LineStimuli/stimNo75r11c3v6R-1.7.jpg	 r	 3.364	 GoodTrial	 U	 l
6	 1	 right	 LineStimuli/stimNo70r6c16v6R-1.7.jpg	 l	 3.006	 GoodTrial	 U	 l
7	 0	 x	 LineStimuli/stimNo84r0c0v6L-1.7.jpg	 r	 7.935	 GoodTrial	 U	 l
8	 0	 x	 LineStimuli/stimNo112r0c0v6R-1.7.jpg	 l	 4.875	 GoodTrial	 U	 l
9	 1	 left	 LineStimuli/stimNo5r10c7v6L-1.7.jpg	 l	 3.681	 GoodTrial	 U	 l
10	 0	 x	 LineStimuli/stimNo150r0c0v6R-1.7.jpg	 r	 7.134	 GoodTrial	 U	 l
11	 0	 x	 LineStimuli/stimNo138r0c0v6L-1.7.jpg	 r	 4.941	 GoodTrial	 U	 l
12	 0	 x	 LineStimuli/stimNo146r0c0v6R-1.7.jpg	 r	 7.940	 GoodTrial	 U	 l
13	 1	 right	 LineStimuli/stimNo51r8c16v6R-1.7.jpg	 l	 4.052	 GoodTrial	 U	 l
14	 1	 right	 LineStimuli/stimNo15r6c15v6L-1.7.jpg	 l	 3.517	 GoodTrial	 U	 l
15	 0	 x	 LineStimuli/stimNo113r0c0v6R-1.7.jpg	 r	 7.558	 GoodTrial	 U	 l
16	 1	 right	 LineStimuli/stimNo34r16c22v6R-1.7.jpg	 l	 2.712	 GoodTrial	 U	 l
17	 1	 right	 LineStimuli/stimNo78r14c22v6L-1.7.jpg	 r	 8.452	 GoodTrial	 U	 l
18	 0	 x	 LineStimuli/stimNo127r0c0v6R-1.7.jpg	 r	 6.899	 GoodTrial	 U	 l
19	 0	 x	 LineStimuli/stimNo148r0c0v6L-1.7.jpg	 r	 6.582	 GoodTrial	 U	 l
20	 1	 left	 LineStimuli/stimNo73r2c2v6R-1.7.jpg	 l	 2.128	 GoodTrial	 U	 l
21	 0	 x	 LineStimuli/stimNo109r0c0v6L-1.7.jpg	 r	 8.623	 GoodTrial	 U	 l
22	 1	 left	 LineStimuli/stimNo26r14c5v6R-1.7.jpg	 l	 2.664	 GoodTrial	 U	 l
23	 1	 left	 LineStimuli/stimNo20r14c8v6L-1.7.jpg	 l	 5.099	 GoodTrial	 U	 l
24	 0	 x	 LineStimuli/stimNo117r0c0v6L-1.7.jpg	 r	 8.387	 GoodTrial	 U	 l
25	 1	 left	 LineStimuli/stimNo22r16c6v6R-1.7.jpg	 l	 4.605	 GoodTrial	 U	 l
26	 0	 x	 LineStimuli/stimNo137r0c0v6L-1.7.jpg	 r	 8.458	 GoodTrial	 U	 l
27	 0	 x	 LineStimuli/stimNo123r0c0v6L-1.7.jpg	 r	 8.028	 GoodTrial	 U	 l
28	 0	 x	 LineStimuli/stimNo124r0c0v6L-1.7.jpg	 r	 7.265	 GoodTrial	 U	 l
29	 0	 x	 LineStimuli/stimNo154r0c0v6R-1.7.jpg	 r	 6.740	 GoodTrial	 U	 l
