Trial	Target_pr	Target_side	Name	Key	RT	Message	Trial_Type	Hemianopia
1	 1	 left	 LineStimuli/stimNo61r10c4v6L-1.7.jpg	 l	 2.360	 GoodTrial	 U	 l
2	 1	 left	 LineStimuli/stimNo12r4c9v6L-1.7.jpg	 l	 1.967	 GoodTrial	 U	 l
3	 1	 left	 LineStimuli/stimNo72r12c6v6R-1.7.jpg	 r	 3.998	 GoodTrial	 U	 l
4	 0	 x	 LineStimuli/stimNo135r0c0v6L-1.7.jpg	 r	 4.757	 GoodTrial	 U	 l
5	 0	 x	 LineStimuli/stimNo111r0c0v6R-1.7.jpg	 r	 3.368	 GoodTrial	 U	 l
6	 0	 x	 LineStimuli/stimNo95r0c0v6L-1.7.jpg	 r	 2.927	 GoodTrial	 U	 l
7	 1	 left	 LineStimuli/stimNo41r14c3v6R-1.7.jpg	 r	 4.509	 GoodTrial	 U	 l
8	 0	 x	 LineStimuli/stimNo85r0c0v6R-1.7.jpg	 r	 5.839	 GoodTrial	 U	 l
9	 0	 x	 LineStimuli/stimNo160r0c0v6L-1.7.jpg	 r	 3.262	 GoodTrial	 U	 l
10	 0	 x	 LineStimuli/stimNo122r0c0v6L-1.7.jpg	 r	 8.752	 GoodTrial	 U	 l
11	 0	 x	 LineStimuli/stimNo81r0c0v6R-1.7.jpg	 r	 3.444	 GoodTrial	 U	 l
12	 0	 x	 LineStimuli/stimNo150r0c0v6R-1.7.jpg	 r	 3.462	 GoodTrial	 U	 l
13	 1	 right	 LineStimuli/stimNo58r11c14v6R-1.7.jpg	 l	 2.274	 GoodTrial	 U	 l
14	 1	 left	 LineStimuli/stimNo36r1c4v6L-1.7.jpg	 l	 1.720	 GoodTrial	 U	 l
15	 1	 right	 LineStimuli/stimNo78r14c22v6L-1.7.jpg	 r	 3.410	 GoodTrial	 U	 l
16	 0	 x	 LineStimuli/stimNo107r0c0v6R-1.7.jpg	 r	 4.632	 GoodTrial	 U	 l
17	 0	 x	 LineStimuli/stimNo126r0c0v6R-1.7.jpg	 r	 2.809	 GoodTrial	 U	 l
18	 0	 x	 LineStimuli/stimNo138r0c0v6L-1.7.jpg	 r	 2.350	 GoodTrial	 U	 l
19	 1	 right	 LineStimuli/stimNo52r4c21v6L-1.7.jpg	 r	 3.457	 GoodTrial	 U	 l
20	 1	 left	 LineStimuli/stimNo22r16c6v6R-1.7.jpg	 r	 4.097	 GoodTrial	 U	 l
21	 0	 x	 LineStimuli/stimNo104r0c0v6R-1.7.jpg	 r	 5.666	 GoodTrial	 U	 l
22	 1	 right	 LineStimuli/stimNo76r1c16v6L-1.7.jpg	 r	 4.250	 GoodTrial	 U	 l
23	 1	 right	 LineStimuli/stimNo69r3c21v6R-1.7.jpg	 l	 1.713	 GoodTrial	 U	 l
24	 1	 right	 LineStimuli/stimNo8r2c20v6L-1.7.jpg	 r	 4.911	 GoodTrial	 U	 l
25	 1	 right	 LineStimuli/stimNo24r14c17v6L-1.7.jpg	 r	 6.687	 GoodTrial	 U	 l
26	 1	 left	 LineStimuli/stimNo45r16c5v6L-1.7.jpg	 l	 1.967	 GoodTrial	 U	 l
27	 1	 right	 LineStimuli/stimNo56r1c15v6L-1.7.jpg	 r	 6.422	 GoodTrial	 U	 l
28	 0	 x	 LineStimuli/stimNo96r0c0v6L-1.7.jpg	 r	 9.687	 GoodTrial	 U	 l
29	 1	 left	 LineStimuli/stimNo23r14c8v6L-1.7.jpg	 l	 1.831	 GoodTrial	 U	 l
30	 1	 left	 LineStimuli/stimNo20r14c8v6L-1.7.jpg	 l	 1.703	 GoodTrial	 U	 l
31	 0	 x	 LineStimuli/stimNo90r0c0v6R-1.7.jpg	 r	 6.827	 GoodTrial	 U	 l
32	 1	 right	 LineStimuli/stimNo13r6c19v6R-1.7.jpg	 l	 1.856	 GoodTrial	 U	 l
33	 0	 x	 LineStimuli/stimNo100r0c0v6R-1.7.jpg	 r	 6.359	 GoodTrial	 U	 l
34	 1	 right	 LineStimuli/stimNo40r12c19v6R-1.7.jpg	 l	 1.838	 GoodTrial	 U	 l
35	 0	 x	 LineStimuli/stimNo152r0c0v6R-1.7.jpg	 r	 4.357	 GoodTrial	 U	 l
36	 1	 right	 LineStimuli/stimNo50r7c16v6L-1.7.jpg	 r	 5.216	 GoodTrial	 U	 l
37	 1	 left	 LineStimuli/stimNo37r4c6v6L-1.7.jpg	 l	 1.768	 GoodTrial	 U	 l
38	 0	 x	 LineStimuli/stimNo145r0c0v6R-1.7.jpg	 r	 4.886	 GoodTrial	 U	 l
39	 0	 x	 LineStimuli/stimNo121r0c0v6R-1.7.jpg	 r	 4.668	 GoodTrial	 U	 l
40	 1	 left	 LineStimuli/stimNo39r10c3v6L-1.7.jpg	 l	 1.804	 GoodTrial	 U	 l
41	 0	 x	 LineStimuli/stimNo103r0c0v6L-1.7.jpg	 r	 5.622	 GoodTrial	 U	 l
42	 1	 left	 LineStimuli/stimNo49r12c5v6R-1.7.jpg	 r	 3.638	 GoodTrial	 U	 l
43	 1	 right	 LineStimuli/stimNo34r16c22v6R-1.7.jpg	 l	 3.257	 GoodTrial	 U	 l
44	 1	 left	 LineStimuli/stimNo68r2c6v6R-1.7.jpg	 r	 5.827	 GoodTrial	 U	 l
45	 0	 x	 LineStimuli/stimNo87r0c0v6R-1.7.jpg	 r	 8.469	 GoodTrial	 U	 l
46	 0	 x	 LineStimuli/stimNo140r0c0v6R-1.7.jpg	 r	 6.005	 GoodTrial	 U	 l
47	 1	 right	 LineStimuli/stimNo77r8c13v6L-1.7.jpg	 l	 3.216	 GoodTrial	 U	 l
48	 0	 x	 LineStimuli/stimNo123r0c0v6L-1.7.jpg	 r	 6.480	 GoodTrial	 U	 l
49	 0	 x	 LineStimuli/stimNo136r0c0v6R-1.7.jpg	 r	 6.292	 GoodTrial	 U	 l
50	 0	 x	 LineStimuli/stimNo83r0c0v6L-1.7.jpg	 r	 5.903	 GoodTrial	 U	 l
51	 1	 right	 LineStimuli/stimNo30r6c18v6R-1.7.jpg	 l	 1.827	 GoodTrial	 U	 l
52	 1	 right	 LineStimuli/stimNo15r6c15v6L-1.7.jpg	 r	 3.655	 GoodTrial	 U	 l
53	 0	 x	 LineStimuli/stimNo97r0c0v6L-1.7.jpg	 r	 9.663	 GoodTrial	 U	 l
54	 0	 x	 LineStimuli/stimNo149r0c0v6R-1.7.jpg	 r	 6.804	 GoodTrial	 U	 l
55	 0	 x	 LineStimuli/stimNo125r0c0v6L-1.7.jpg	 r	 6.562	 GoodTrial	 U	 l
56	 0	 x	 LineStimuli/stimNo151r0c0v6R-1.7.jpg	 r	 4.196	 GoodTrial	 U	 l
57	 0	 x	 LineStimuli/stimNo147r0c0v6R-1.7.jpg	 r	 4.500	 GoodTrial	 U	 l
58	 0	 x	 LineStimuli/stimNo130r0c0v6L-1.7.jpg	 r	 5.466	 GoodTrial	 U	 l
59	 1	 right	 LineStimuli/stimNo80r10c20v6R-1.7.jpg	 l	 1.773	 GoodTrial	 U	 l
