Trial	Target_pr	Target_side	Name	Key	RT	Message	Trial_Type	Hemianopia
1	 1	 right	 LineStimuli/stimNo43r11c16v6R-1.7.jpg	 l	 5.749	 GoodTrial	 U	 l
2	 1	 right	 LineStimuli/stimNo40r12c19v6R-1.7.jpg	 l	 2.046	 GoodTrial	 U	 l
3	 0	 x	 LineStimuli/stimNo154r0c0v6R-1.7.jpg	 r	 3.664	 GoodTrial	 U	 l
4	 1	 right	 LineStimuli/stimNo69r3c21v6R-1.7.jpg	 r	 2.240	 GoodTrial	 U	 l
5	 0	 x	 LineStimuli/stimNo125r0c0v6L-1.7.jpg	 l	 6.464	 GoodTrial	 U	 l
6	 1	 right	 LineStimuli/stimNo33r3c15v6R-1.7.jpg	 l	 3.893	 GoodTrial	 U	 l
7	 1	 right	 LineStimuli/stimNo35r6c13v6L-1.7.jpg	 l	 3.505	 GoodTrial	 U	 l
8	 0	 x	 LineStimuli/stimNo137r0c0v6L-1.7.jpg	 r	 6.739	 GoodTrial	 U	 l
9	 1	 right	 LineStimuli/stimNo74r13c16v6R-1.7.jpg	 l	 4.487	 GoodTrial	 U	 l
10	 1	 right	 LineStimuli/stimNo18r4c14v6R-1.7.jpg	 l	 2.481	 GoodTrial	 U	 l
11	 1	 right	 LineStimuli/stimNo57r9c13v6R-1.7.jpg	 l	 3.716	 GoodTrial	 U	 l
12	 1	 left	 LineStimuli/stimNo67r4c8v6R-1.7.jpg	 l	 5.627	 GoodTrial	 U	 l
13	 1	 left	 LineStimuli/stimNo68r2c6v6R-1.7.jpg	 r	 5.269	 GoodTrial	 U	 l
14	 0	 x	 LineStimuli/stimNo131r0c0v6L-1.7.jpg	 r	 7.241	 GoodTrial	 U	 l
15	 0	 x	 LineStimuli/stimNo101r0c0v6L-1.7.jpg	 r	 7.252	 GoodTrial	 U	 l
16	 0	 x	 LineStimuli/stimNo89r0c0v6L-1.7.jpg	 r	 4.329	 GoodTrial	 U	 l
17	 1	 left	 LineStimuli/stimNo22r16c6v6R-1.7.jpg	 r	 10.639	 GoodTrial	 U	 l
18	 1	 right	 LineStimuli/stimNo4r9c19v6R-1.7.jpg	 l	 4.105	 GoodTrial	 U	 l
19	 0	 x	 LineStimuli/stimNo99r0c0v6R-1.7.jpg	 r	 11.828	 GoodTrial	 U	 l
20	 0	 x	 LineStimuli/stimNo155r0c0v6L-1.7.jpg	 r	 11.175	 GoodTrial	 U	 l
